Time, AccelerometerX, AccelerometerY, AccelerometerZ 
14.61, 0.157, -10.064, 1.053
14.62, 0.118, -10.064, 1.053
14.63, 0.118, -10.071, 1.092
14.64, 0.118, -10.05, 0.976
14.65, 0.118, -10.109, 1.085
14.66, 0.118, -10.064, 1.053
14.67, 0.078, -10.071, 1.092
14.68, 0.078, -10.078, 1.131
14.69, 0.039, -10.096, 1.008
14.7, 0.078, -10.123, 1.163
14.71, 0.118, -10.116, 1.124
14.72, 0.118, -10.064, 1.053
14.73, 0.118, -10.103, 1.047
14.74, 0.118, -10.096, 1.008
14.75, 0.157, -10.109, 1.085
14.76, 0.118, -10.044, 0.938
14.77, 0.078, -10.064, 1.053
14.78, 0.078, -10.071, 1.092
14.79, 0.039, -10.071, 1.092
14.8, 0.039, -10.019, 1.022
14.81, 0.078, -10.025, 1.06
14.82, 0.039, -10.071, 1.092
14.83, 0.039, -10.071, 1.092
14.84, 0.078, -10.032, 1.099
14.85, 0.039, -10.064, 1.053
14.86, 0.118, -10.025, 1.06
14.87, 0.078, -10.019, 1.022
14.88, 0.078, -10.091, 1.208
14.89, 0.039, -10.071, 1.092
14.9, 0.039, -10.096, 1.008
14.91, 0.078, -10.064, 1.053
14.92, 0.039, -10.064, 1.053
14.93, 0.078, -10.064, 1.053
14.94, 0.078, -10.084, 1.169
14.95, 0.118, -10.084, 1.169
14.96, 0.078, -10.109, 1.085
14.97, 0.039, -10.116, 1.124
14.98, 0.078, -10.109, 1.085
14.99, 0.118, -10.096, 1.008
15.0, 0.118, -10.116, 1.124
15.01, 0.118, -10.109, 1.085
15.02, 0.118, -10.116, 1.124
15.03, 0.118, -10.109, 1.085
15.04, 0.118, -10.123, 1.163
15.05, 0.078, -10.064, 1.053
15.06, 0.078, -10.078, 1.131
15.07, 0.078, -10.109, 1.085
15.08, 0.078, -10.123, 1.163
15.09, 0.078, -10.109, 1.085
15.1, 0.078, -10.096, 1.008
15.11, 0.078, -10.071, 1.092
15.12, 0.078, -10.071, 1.092
15.13, 0.039, -10.078, 1.131
15.14, 0.078, -10.071, 1.092
15.15, 0.078, -10.109, 1.085
15.16, 0.078, -10.064, 1.053
15.17, 0.078, -10.084, 1.169
15.18, 0.039, -10.109, 1.085
15.19, 0.039, -10.078, 1.131
15.2, 0.078, -10.084, 1.169
15.21, 0.078, -10.071, 1.092
15.22, 0.078, -10.064, 1.053
15.23, 0.078, -10.025, 1.06
15.24, 0.078, -10.0, 1.144
15.25, 0.078, -10.032, 1.099
15.26, 0.078, -10.078, 1.131
15.27, 0.078, -10.019, 1.022
15.28, 0.078, -10.064, 1.053
15.29, 0.118, -10.053, 1.215
15.3, 0.118, -10.019, 1.022
15.31, 0.078, -10.039, 1.138
15.32, 0.078, -10.091, 1.208
15.33, 0.078, -10.084, 1.169
15.34, 0.078, -10.084, 1.169
15.35, 0.078, -10.053, 1.215
15.36, 0.078, -10.053, 1.215
15.37, 0.039, -10.046, 1.176
15.38, 0.118, -10.032, 1.099
15.39, 0.157, -10.025, 1.06
15.4, 0.157, -10.091, 1.208
15.41, 0.157, -10.078, 1.131
15.42, 0.157, -10.091, 1.208
15.43, 0.157, -10.084, 1.169
15.44, 0.157, -10.13, 1.201
15.45, 0.078, -10.13, 1.201
15.46, 0.118, -10.123, 1.163
15.47, 0.118, -10.116, 1.124
15.48, 0.118, -10.123, 1.163
15.49, 0.078, -10.098, 1.247
15.5, 0.078, -10.084, 1.169
15.51, 0.078, -10.13, 1.201
15.52, 0.039, -10.091, 1.208
15.53, 0.039, -10.021, 1.26
15.54, 0.078, -10.053, 1.215
15.55, 0.118, -10.091, 1.208
15.56, 0.118, -10.123, 1.163
15.57, 0.118, -10.078, 1.131
15.58, 0.078, -10.084, 1.169
15.59, 0.118, -10.064, 1.053
15.6, 0.078, -10.091, 1.208
15.61, 0.078, -10.014, 1.222
15.62, 0.118, -10.007, 1.183
15.63, 0.078, -10.046, 1.176
15.64, 0.118, -10.053, 1.215
15.65, 0.118, -10.039, 1.138
15.66, 0.118, -10.125, 1.401
15.67, 0.078, -10.053, 1.215
15.68, 0.078, -10.078, 1.131
15.69, 0.078, -10.059, 1.253
15.7, 0.118, -10.098, 1.247
15.71, 0.078, -10.098, 1.247
15.72, 0.078, -10.098, 1.247
15.73, 0.078, -10.084, 1.169
15.74, 0.118, -10.098, 1.247
15.75, 0.078, -10.091, 1.208
15.76, 0.118, -10.078, 1.131
15.77, 0.078, -10.123, 1.163
15.78, 0.039, -10.078, 1.131
15.79, 0.078, -10.098, 1.247
15.8, 0.078, -10.078, 1.131
15.81, 0.039, -10.098, 1.247
15.82, 0.078, -10.073, 1.331
15.83, 0.078, -10.066, 1.292
15.84, 0.078, -10.039, 1.138
15.85, 0.078, -10.039, 1.138
15.86, 0.078, -10.053, 1.215
15.87, 0.078, -10.059, 1.253
15.88, 0.078, -10.014, 1.222
15.89, 0.078, -10.046, 1.176
15.9, 0.039, -10.053, 1.215
15.91, 0.039, -10.007, 1.183
15.92, 0.039, -10.046, 1.176
15.93, 0.039, -10.091, 1.208
15.94, 0.039, -10.078, 1.131
15.95, 0.118, -10.084, 1.169
15.96, 0.078, -10.078, 1.131
15.97, 0.078, -10.091, 1.208
15.98, 0.039, -10.091, 1.208
15.99, 0.039, -10.091, 1.208
16.0, 0.078, -10.091, 1.208
16.01, 0.078, -10.053, 1.215
16.02, 0.118, -10.084, 1.169
16.03, 0.118, -10.084, 1.169
16.04, 0.118, -10.046, 1.176
16.05, 0.039, -10.053, 1.215
16.06, 0.039, -10.059, 1.253
16.07, 0.039, -10.041, 1.376
16.08, 0.039, -10.059, 1.253
16.09, 0.039, -10.059, 1.253
16.1, 0.078, -10.084, 1.169
16.11, 0.078, -10.098, 1.247
16.12, 0.078, -10.039, 1.138
16.13, 0.078, -10.084, 1.169
16.14, 0.039, -10.091, 1.208
16.15, 0.078, -10.105, 1.285
16.16, 0.039, -10.084, 1.169
16.17, 0.039, -10.066, 1.292
16.18, 0.039, -10.053, 1.215
16.19, 0.078, -10.053, 1.215
16.2, 0.118, -10.059, 1.253
16.21, 0.118, -10.105, 1.285
16.22, 0.078, -10.078, 1.131
16.23, 0.118, -10.059, 1.253
16.24, 0.078, -10.046, 1.176
16.25, 0.118, -10.116, 1.124
16.26, 0.039, -10.098, 1.247
16.27, 0.039, -10.084, 1.169
16.28, 0.039, -10.105, 1.285
16.29, 0.078, -10.053, 1.215
16.3, 0.039, -10.053, 1.215
16.31, 0.039, -10.053, 1.215
16.32, 0.0, -10.059, 1.253
16.33, 0.039, -10.014, 1.222
16.34, 0.0, -10.014, 1.222
16.35, 0.118, -10.012, 0.983
16.36, 0.118, -10.039, 1.138
16.37, 0.078, -10.025, 1.06
16.38, 0.078, -10.078, 1.131
16.39, 0.078, -10.066, 1.292
16.4, 0.118, -10.059, 1.253
16.41, 0.118, -10.032, 1.099
16.42, 0.118, -10.112, 1.324
16.43, 0.118, -10.046, 1.176
16.44, 0.078, -10.021, 1.26
16.45, 0.118, -10.059, 1.253
16.46, 0.078, -10.014, 1.222
16.47, 0.078, -10.039, 1.138
16.48, 0.078, -10.05, 0.976
16.49, 0.157, -10.012, 0.983
16.5, 0.157, -10.078, 1.131
16.51, 0.196, -10.084, 1.169
16.52, 0.157, -10.021, 1.26
16.53, 0.157, -10.007, 1.183
16.54, 0.157, -10.046, 1.176
16.55, 0.118, -10.039, 1.138
16.56, 0.078, -10.091, 1.208
16.57, 0.118, -10.078, 1.131
16.58, 0.078, -10.078, 1.131
16.59, 0.078, -10.084, 1.169
16.6, 0.157, -10.046, 1.176
16.61, 0.157, -10.066, 1.292
16.62, 0.118, -10.053, 1.215
16.63, 0.118, -10.084, 1.169
16.64, 0.118, -10.039, 1.138
16.65, 0.157, -10.039, 1.138
16.66, 0.157, -10.053, 1.215
16.67, 0.078, -10.046, 1.176
16.68, 0.078, -10.0, 1.144
16.69, 0.118, -10.0, 1.144
16.7, 0.078, -10.014, 1.222
16.71, 0.078, -10.046, 1.176
16.72, 0.039, -10.046, 1.176
16.73, 0.039, -10.084, 1.169
16.74, 0.078, -10.066, 1.292
16.75, 0.039, -10.053, 1.215
16.76, 0.039, -10.007, 1.183
16.77, 0.039, -10.059, 1.253
16.78, 0.078, -10.039, 1.138
16.79, 0.118, -10.046, 1.176
16.8, 0.118, -10.066, 1.292
16.81, 0.118, -10.091, 1.208
16.82, 0.118, -10.046, 1.176
16.83, 0.118, -10.105, 1.285
16.84, 0.118, -10.059, 1.253
16.85, 0.157, -10.059, 1.253
16.86, 0.157, -10.091, 1.208
16.87, 0.118, -10.123, 1.163
16.88, 0.157, -10.112, 1.324
16.89, 0.157, -10.098, 1.247
16.9, 0.157, -10.073, 1.331
16.91, 0.157, -10.059, 1.253
16.92, 0.157, -10.112, 1.324
16.93, 0.118, -10.098, 1.247
16.94, 0.157, -10.105, 1.285
16.95, 0.118, -10.066, 1.292
16.96, 0.078, -10.091, 1.208
16.97, 0.078, -10.066, 1.292
16.98, 0.118, -10.073, 1.331
16.99, 0.118, -10.091, 1.208
17.0, 0.157, -10.046, 1.176
17.01, 0.157, -10.08, 1.369
17.02, 0.118, -10.0, 1.144
17.03, 0.078, -10.0, 1.144
17.04, 0.078, -10.059, 1.253
17.05, 0.078, -10.007, 1.183
17.06, 0.078, -10.014, 1.222
17.07, 0.118, -10.021, 1.26
17.08, 0.118, -10.021, 1.26
17.09, 0.078, -10.034, 1.338
17.1, 0.118, -9.975, 1.228
17.11, 0.157, -10.014, 1.222
17.12, 0.118, -10.021, 1.26
17.13, 0.157, -10.098, 1.247
17.14, 0.157, -10.098, 1.247
17.15, 0.196, -10.039, 1.138
17.16, 0.235, -10.048, 1.415
17.17, 0.196, -10.112, 1.324
17.18, 0.235, -10.1, 1.485
17.19, 0.157, -10.073, 1.331
17.2, 0.196, -10.105, 1.285
17.21, 0.196, -10.144, 1.278
17.22, 0.196, -10.105, 1.285
17.23, 0.157, -10.112, 1.324
17.24, 0.157, -10.059, 1.253
17.25, 0.157, -10.034, 1.338
17.26, 0.196, -10.034, 1.338
17.27, 0.196, -10.066, 1.292
17.28, 0.235, -10.041, 1.376
17.29, 0.196, -10.028, 1.299
17.3, 0.196, -10.014, 1.222
17.31, 0.196, -10.0, 1.144
17.32, 0.157, -10.039, 1.138
17.33, 0.196, -10.014, 1.222
17.34, 0.235, -10.066, 1.292
17.35, 0.196, -10.021, 1.26
17.36, 0.196, -10.021, 1.26
17.37, 0.196, -9.982, 1.267
17.38, 0.196, -10.007, 1.183
17.39, 0.235, -10.066, 1.292
17.4, 0.196, -10.007, 1.183
17.41, 0.196, -10.021, 1.26
17.42, 0.157, -10.007, 1.183
17.43, 0.157, -10.066, 1.292
17.44, 0.157, -10.066, 1.292
17.45, 0.118, -10.034, 1.338
17.46, 0.118, -10.073, 1.331
17.47, 0.078, -10.014, 1.222
17.48, 0.078, -10.021, 1.26
17.49, 0.039, -10.021, 1.26
17.5, 0.078, -10.059, 1.253
17.51, 0.078, -10.098, 1.247
17.52, 0.078, -10.098, 1.247
17.53, 0.078, -10.059, 1.253
17.54, 0.078, -10.084, 1.169
17.55, 0.157, -10.078, 1.131
17.56, 0.118, -10.137, 1.24
17.57, 0.118, -10.098, 1.247
17.58, 0.118, -10.059, 1.253
17.59, 0.118, -10.084, 1.169
17.6, 0.118, -10.105, 1.285
17.61, 0.118, -10.066, 1.292
17.62, 0.157, -10.053, 1.215
17.63, 0.118, -10.053, 1.215
17.64, 0.078, -10.059, 1.253
17.65, 0.078, -10.059, 1.253
17.66, 0.078, -10.021, 1.26
17.67, 0.118, -10.007, 1.183
17.68, 0.078, -10.021, 1.26
17.69, 0.118, -10.028, 1.299
17.7, 0.118, -10.048, 1.415
17.71, 0.118, -9.989, 1.306
17.72, 0.118, -9.975, 1.228
17.73, 0.118, -10.014, 1.222
17.74, 0.078, -10.059, 1.253
17.75, 0.118, -10.073, 1.331
17.76, 0.157, -10.021, 1.26
17.77, 0.157, -10.073, 1.331
17.78, 0.118, -10.098, 1.247
17.79, 0.157, -10.112, 1.324
17.8, 0.157, -10.112, 1.324
17.81, 0.157, -10.157, 1.356
17.82, 0.157, -10.116, 1.124
17.83, 0.157, -10.105, 1.285
17.84, 0.157, -10.105, 1.285
17.85, 0.196, -10.119, 1.363
17.86, 0.196, -10.073, 1.331
17.87, 0.157, -10.066, 1.292
17.88, 0.118, -10.059, 1.253
17.89, 0.157, -10.059, 1.253
17.9, 0.118, -10.046, 1.176
17.91, 0.157, -10.014, 1.222
17.92, 0.157, -10.034, 1.338
17.93, 0.157, -10.034, 1.338
17.94, 0.196, -10.059, 1.253
17.95, 0.196, -10.059, 1.253
17.96, 0.196, -10.059, 1.253
17.97, 0.196, -10.046, 1.176
17.98, 0.157, -10.059, 1.253
17.99, 0.157, -9.962, 1.151
18.0, 0.118, -10.028, 1.299
18.01, 0.118, -9.969, 1.19
18.02, 0.157, -10.014, 1.222
18.03, 0.118, -10.021, 1.26
18.04, 0.118, -10.014, 1.222
18.05, 0.118, -10.014, 1.222
18.06, 0.078, -10.066, 1.292
18.07, 0.039, -10.059, 1.253
18.08, 0.039, -10.105, 1.285
18.09, 0.039, -10.112, 1.324
18.1, 0.039, -10.091, 1.208
18.11, 0.078, -10.073, 1.331
18.12, 0.078, -10.105, 1.285
18.13, 0.078, -10.105, 1.285
18.14, 0.078, -10.066, 1.292
18.15, 0.118, -10.059, 1.253
18.16, 0.118, -10.066, 1.292
18.17, 0.118, -10.073, 1.331
18.18, 0.118, -10.105, 1.285
18.19, 0.118, -10.098, 1.247
18.2, 0.118, -10.15, 1.317
18.21, 0.118, -10.08, 1.369
18.22, 0.118, -10.112, 1.324
18.23, 0.118, -10.057, 1.015
18.24, 0.118, -10.112, 1.324
18.25, 0.118, -10.091, 1.208
18.26, 0.118, -10.098, 1.247
18.27, 0.118, -10.098, 1.247
18.28, 0.118, -10.08, 1.369
18.29, 0.078, -10.028, 1.299
18.3, 0.078, -10.021, 1.26
18.31, 0.078, -10.039, 1.138
18.32, 0.118, -10.007, 1.183
18.33, 0.078, -10.0, 1.144
18.34, 0.118, -9.975, 1.228
18.35, 0.078, -9.989, 1.306
18.36, 0.118, -10.08, 1.369
18.37, 0.078, -10.021, 1.26
18.38, 0.078, -10.034, 1.338
18.39, 0.078, -10.021, 1.26
18.4, 0.078, -10.059, 1.253
18.41, 0.078, -10.112, 1.324
18.42, 0.039, -10.119, 1.363
18.43, 0.118, -10.08, 1.369
18.44, 0.118, -10.119, 1.363
18.45, 0.118, -10.112, 1.324
18.46, 0.157, -10.119, 1.363
18.47, 0.157, -10.105, 1.285
18.48, 0.118, -10.08, 1.369
18.49, 0.078, -10.08, 1.369
18.5, 0.118, -10.053, 1.215
18.51, 0.078, -10.066, 1.292
18.52, 0.078, -10.041, 1.376
18.53, 0.078, -10.041, 1.376
18.54, 0.078, -10.034, 1.338
18.55, 0.078, -10.028, 1.299
18.56, 0.118, -10.034, 1.338
18.57, 0.118, -10.014, 1.222
18.58, 0.078, -10.0, 1.144
18.59, 0.078, -10.014, 1.222
18.6, 0.039, -10.066, 1.292
18.61, 0.118, -10.003, 1.383
18.62, 0.118, -10.034, 1.338
18.63, 0.118, -10.059, 1.253
18.64, 0.118, -10.073, 1.331
18.65, 0.078, -10.066, 1.292
18.66, 0.078, -10.073, 1.331
18.67, 0.078, -10.014, 1.222
18.68, 0.039, -10.073, 1.331
18.69, 0.078, -10.059, 1.253
18.7, 0.078, -10.028, 1.299
18.71, 0.078, -10.059, 1.253
18.72, 0.039, -10.066, 1.292
18.73, 0.078, -10.059, 1.253
18.74, 0.078, -10.059, 1.253
18.75, 0.118, -10.041, 1.376
18.76, 0.118, -10.059, 1.253
18.77, 0.118, -10.007, 1.183
18.78, 0.118, -10.059, 1.253
18.79, 0.118, -10.112, 1.324
18.8, 0.118, -10.066, 1.292
18.81, 0.118, -10.053, 1.215
18.82, 0.078, -10.053, 1.215
18.83, 0.039, -10.112, 1.324
18.84, 0.078, -10.066, 1.292
18.85, 0.078, -10.034, 1.338
18.86, 0.078, -9.975, 1.228
18.87, 0.118, -10.021, 1.26
18.88, 0.118, -10.007, 1.183
18.89, 0.118, -10.007, 1.183
18.9, 0.078, -10.053, 1.215
18.91, 0.078, -10.066, 1.292
18.92, 0.078, -10.014, 1.222
18.93, 0.039, -10.046, 1.176
18.94, 0.039, -10.053, 1.215
18.95, 0.039, -10.066, 1.292
18.96, 0.039, -10.073, 1.331
18.97, 0.078, -10.066, 1.292
18.98, 0.078, -10.073, 1.331
18.99, 0.039, -10.053, 1.215
19.0, 0.078, -10.053, 1.215
19.01, 0.078, -10.119, 1.363
19.02, 0.078, -10.059, 1.253
19.03, 0.078, -10.0, 1.144
19.04, 0.157, -10.014, 1.222
19.05, 0.118, -10.08, 1.369
19.06, 0.118, -10.073, 1.331
19.07, 0.157, -10.053, 1.215
19.08, 0.157, -10.059, 1.253
19.09, 0.157, -10.066, 1.292
19.1, 0.118, -10.091, 1.208
19.11, 0.078, -10.066, 1.292
19.12, 0.078, -10.066, 1.292
19.13, 0.078, -10.098, 1.247
19.14, 0.078, -10.105, 1.285
19.15, 0.118, -10.107, 1.524
19.16, 0.118, -10.028, 1.299
19.17, 0.118, -10.091, 1.208
19.18, 0.118, -10.073, 1.331
19.19, 0.118, -10.021, 1.26
19.2, 0.078, -9.982, 1.267
19.21, 0.118, -10.046, 1.176
19.22, 0.118, -10.066, 1.292
19.23, 0.078, -10.066, 1.292
19.24, 0.118, -10.059, 1.253
19.25, 0.118, -10.112, 1.324
19.26, 0.078, -10.105, 1.285
19.27, 0.039, -10.073, 1.331
19.28, 0.039, -10.066, 1.292
19.29, 0.078, -10.073, 1.331
19.3, 0.118, -10.014, 1.222
19.31, 0.118, -10.059, 1.253
19.32, 0.078, -10.073, 1.331
19.33, 0.118, -10.053, 1.215
19.34, 0.118, -10.066, 1.292
19.35, 0.118, -10.053, 1.215
19.36, 0.118, -10.059, 1.253
19.37, 0.039, -10.046, 1.176
19.38, 0.078, -10.059, 1.253
19.39, 0.078, -10.053, 1.215
19.4, 0.078, -10.039, 1.138
19.41, 0.078, -10.119, 1.363
19.42, 0.078, -10.105, 1.285
19.43, 0.078, -10.066, 1.292
19.44, 0.078, -10.073, 1.331
19.45, 0.078, -10.066, 1.292
19.46, 0.078, -10.028, 1.299
19.47, 0.039, -10.028, 1.299
19.48, 0.078, -10.059, 1.253
19.49, 0.039, -10.066, 1.292
19.5, 0.078, -10.059, 1.253
19.51, 0.078, -10.073, 1.331
19.52, 0.078, -10.059, 1.253
19.53, 0.078, -10.105, 1.285
19.54, 0.078, -10.066, 1.292
19.55, 0.118, -10.014, 1.222
19.56, 0.118, -10.073, 1.331
19.57, 0.118, -10.059, 1.253
19.58, 0.118, -10.059, 1.253
19.59, 0.078, -10.073, 1.331
19.6, 0.118, -10.091, 1.208
19.61, 0.118, -10.078, 1.131
19.62, 0.118, -10.125, 1.401
19.63, 0.157, -10.059, 1.253
19.64, 0.118, -10.021, 1.26
19.65, 0.157, -9.969, 1.19
19.66, 0.118, -9.969, 1.19
19.67, 0.078, -10.028, 1.299
19.68, 0.078, -10.073, 1.331
19.69, 0.078, -10.028, 1.299
19.7, 0.078, -10.073, 1.331
19.71, 0.078, -10.073, 1.331
19.72, 0.078, -10.053, 1.215
19.73, 0.039, -10.053, 1.215
19.74, 0.078, -10.046, 1.176
19.75, 0.078, -10.028, 1.299
19.76, 0.118, -10.014, 1.222
19.77, 0.078, -10.084, 1.169
19.78, 0.118, -10.084, 1.169
19.79, 0.157, -10.073, 1.331
19.8, 0.118, -10.08, 1.369
19.81, 0.118, -10.084, 1.169
19.82, 0.118, -10.039, 1.138
19.83, 0.078, -10.098, 1.247
19.84, 0.078, -10.059, 1.253
19.85, 0.039, -10.059, 1.253
19.86, 0.078, -10.053, 1.215
19.87, 0.078, -10.046, 1.176
19.88, 0.078, -10.007, 1.183
19.89, 0.039, -10.098, 1.247
19.9, 0.078, -10.091, 1.208
19.91, 0.078, -10.046, 1.176
19.92, 0.078, -10.014, 1.222
19.93, 0.118, -10.046, 1.176
19.94, 0.118, -10.098, 1.247
19.95, 0.118, -10.098, 1.247
19.96, 0.118, -10.112, 1.324
19.97, 0.118, -10.112, 1.324
19.98, 0.118, -10.053, 1.215
19.99, 0.118, -10.059, 1.253
20.0, 0.078, -10.066, 1.292
20.01, 0.078, -10.059, 1.253
20.02, 0.078, -10.084, 1.169
20.03, 0.039, -10.046, 1.176
20.04, 0.039, -10.066, 1.292
20.05, 0.078, -10.066, 1.292
20.06, 0.118, -10.007, 1.183
20.07, 0.118, -10.073, 1.331
20.08, 0.118, -10.021, 1.26
20.09, 0.118, -10.039, 1.138
20.1, 0.078, -10.053, 1.215
20.11, 0.039, -10.091, 1.208
20.12, 0.039, -10.091, 1.208
20.13, 0.039, -10.053, 1.215
20.14, 0.078, -10.123, 1.163
20.15, 0.078, -10.091, 1.208
20.16, 0.078, -10.098, 1.247
20.17, 0.078, -10.091, 1.208
20.18, 0.039, -10.053, 1.215
20.19, 0.078, -10.066, 1.292
20.2, 0.039, -10.112, 1.324
20.21, 0.078, -10.046, 1.176
20.22, 0.078, -9.987, 1.067
20.23, 0.078, -10.014, 1.222
20.24, 0.078, -10.014, 1.222
20.25, 0.078, -10.0, 1.144
20.26, 0.039, -10.0, 1.144
20.27, 0.039, -10.014, 1.222
20.28, 0.0, -10.021, 1.26
20.29, 0.0, -10.046, 1.176
20.3, 0.039, -10.098, 1.247
20.31, 0.0, -10.053, 1.215
20.32, 0.039, -10.059, 1.253
20.33, 0.039, -10.039, 1.138
20.34, 0.039, -10.053, 1.215
20.35, 0.039, -10.046, 1.176
20.36, 0.039, -10.087, 1.408
20.37, 0.078, -10.087, 1.408
20.38, 0.039, -10.053, 1.215
20.39, 0.039, -10.007, 1.183
20.4, 0.078, -9.969, 1.19
20.41, 0.039, -10.046, 1.176
20.42, 0.078, -10.046, 1.176
20.43, 0.039, -10.105, 1.285
20.44, 0.078, -10.091, 1.208
20.45, 0.039, -10.119, 1.363
20.46, 0.039, -10.137, 1.24
20.47, 0.0, -10.098, 1.247
20.48, 0.039, -10.091, 1.208
20.49, 0.078, -10.053, 1.215
20.5, 0.078, -10.098, 1.247
20.51, 0.039, -10.098, 1.247
20.52, 0.157, -10.053, 1.215
20.53, 0.078, -10.105, 1.285
20.54, 0.078, -10.084, 1.169
20.55, 0.039, -10.091, 1.208
20.56, 0.039, -10.091, 1.208
20.57, 0.078, -10.046, 1.176
20.58, 0.078, -10.091, 1.208
20.59, 0.039, -10.032, 1.099
20.6, 0.0, -10.078, 1.131
20.61, 0.039, -10.078, 1.131
20.62, 0.039, -10.046, 1.176
20.63, 0.039, -10.084, 1.169
20.64, 0.0, -10.039, 1.138
20.65, 0.0, -10.039, 1.138
20.66, 0.0, -10.084, 1.169
20.67, 0.039, -10.078, 1.131
20.68, 0.039, -10.032, 1.099
20.69, 0.078, -10.019, 1.022
20.7, 0.039, -10.039, 1.138
20.71, 0.078, -10.053, 1.215
20.72, 0.039, -10.032, 1.099
20.73, 0.118, -10.0, 1.144
20.74, 0.039, -10.066, 1.292
20.75, 0.039, -10.105, 1.285
20.76, 0.039, -10.137, 1.24
20.77, 0.0, -10.091, 1.208
20.78, 0.039, -10.091, 1.208
20.79, 0.0, -10.084, 1.169
20.8, 0.0, -10.084, 1.169
20.81, 0.0, -10.053, 1.215
20.82, 0.0, -10.039, 1.138
20.83, 0.039, -10.053, 1.215
20.84, 0.039, -10.098, 1.247
20.85, 0.039, -10.084, 1.169
20.86, 0.039, -10.046, 1.176
20.87, 0.039, -10.007, 1.183
20.88, 0.078, -10.021, 1.26
20.89, 0.039, -10.053, 1.215
20.9, 0.078, -10.116, 1.124
20.91, 0.039, -10.091, 1.208
20.92, 0.078, -10.123, 1.163
20.93, 0.039, -10.137, 1.24
20.94, 0.039, -10.098, 1.247
20.95, -0.039, -10.059, 1.253
20.96, 0.0, -10.039, 1.138
20.97, 0.0, -10.046, 1.176
20.98, 0.0, -10.046, 1.176
20.99, 0.0, -10.066, 1.292
21.0, 0.039, -10.098, 1.247
21.01, 0.039, -10.046, 1.176
21.02, 0.0, -10.059, 1.253
21.03, 0.039, -10.053, 1.215
21.04, 0.039, -10.053, 1.215
21.05, 0.039, -10.0, 1.144
21.06, 0.039, -10.039, 1.138
21.07, 0.039, -10.084, 1.169
21.08, 0.039, -10.078, 1.131
21.09, 0.0, -10.091, 1.208
21.1, 0.0, -10.084, 1.169
21.11, 0.0, -10.084, 1.169
21.12, -0.039, -10.091, 1.208
21.13, 0.039, -10.071, 1.092
21.14, 0.039, -10.123, 1.163
21.15, 0.078, -10.071, 1.092
21.16, 0.039, -10.071, 1.092
21.17, 0.039, -10.078, 1.131
21.18, 0.0, -10.053, 1.215
21.19, 0.0, -10.046, 1.176
21.2, 0.0, -10.019, 1.022
21.21, -0.039, -10.025, 1.06
21.22, -0.039, -10.039, 1.138
21.23, -0.039, -10.071, 1.092
21.24, -0.039, -10.071, 1.092
21.25, -0.039, -10.064, 1.053
21.26, -0.039, -10.064, 1.053
21.27, -0.039, -10.071, 1.092
21.28, -0.078, -10.032, 1.099
21.29, -0.039, -10.019, 1.022
21.3, -0.039, -10.039, 1.138
21.31, -0.039, -10.078, 1.131
21.32, -0.039, -10.078, 1.131
21.33, -0.078, -10.078, 1.131
21.34, -0.039, -10.071, 1.092
21.35, 0.0, -10.116, 1.124
21.36, -0.039, -10.109, 1.085
21.37, 0.0, -10.116, 1.124
21.38, -0.039, -10.116, 1.124
21.39, 0.0, -10.109, 1.085
21.4, 0.039, -10.103, 1.047
21.41, 0.039, -10.05, 0.976
21.42, 0.078, -10.109, 1.085
21.43, 0.039, -10.071, 1.092
21.44, 0.039, -10.039, 1.138
21.45, 0.039, -10.078, 1.131
21.46, 0.039, -10.039, 1.138
21.47, 0.039, -10.025, 1.06
21.48, 0.039, -10.059, 1.253
21.49, 0.0, -10.032, 1.099
21.5, 0.078, -10.007, 1.183
21.51, 0.039, -10.039, 1.138
21.52, 0.0, -10.078, 1.131
21.53, 0.0, -10.039, 1.138
21.54, 0.0, -10.057, 1.015
21.55, 0.0, -10.071, 1.092
21.56, 0.039, -10.046, 1.176
21.57, 0.039, -10.084, 1.169
21.58, 0.0, -10.109, 1.085
21.59, 0.0, -10.078, 1.131
21.6, 0.039, -10.039, 1.138
21.61, 0.0, -10.039, 1.138
21.62, 0.039, -10.039, 1.138
21.63, 0.039, -10.032, 1.099
21.64, 0.0, -10.032, 1.099
21.65, 0.0, -10.014, 1.222
21.66, 0.0, -10.032, 1.099
21.67, 0.0, -10.064, 1.053
21.68, -0.039, -10.091, 1.208
21.69, -0.039, -10.103, 1.047
21.7, -0.078, -10.064, 1.053
21.71, -0.078, -10.046, 1.176
21.72, -0.039, -10.091, 1.208
21.73, -0.039, -10.091, 1.208
21.74, 0.0, -10.046, 1.176
21.75, 0.0, -10.078, 1.131
21.76, 0.039, -10.084, 1.169
21.77, 0.039, -10.084, 1.169
21.78, 0.0, -10.053, 1.215
21.79, 0.039, -10.039, 1.138
21.8, 0.039, -10.053, 1.215
21.81, 0.078, -9.973, 0.99
21.82, 0.078, -10.078, 1.131
21.83, 0.0, -10.064, 1.053
21.84, 0.039, -10.091, 1.208
21.85, 0.039, -10.109, 1.085
21.86, 0.039, -10.123, 1.163
21.87, 0.039, -10.13, 1.201
21.88, 0.039, -10.194, 1.11
21.89, 0.039, -10.148, 1.079
21.9, 0.039, -10.109, 1.085
21.91, 0.039, -10.116, 1.124
21.92, 0.0, -10.084, 1.169
21.93, 0.0, -10.084, 1.169
21.94, 0.0, -10.046, 1.176
21.95, 0.039, -10.032, 1.099
